VD;VD_AP;VD_0S;VD_HAP;VD_0AP;VD_HS;CONT.PREC;OCORRENCIA;CONT.SEGUINTE;ITEM.LEXICAL;TRANSC.FONOLOGICA;CONT.FON.PREC;CFP_abertura;CFP_anterioridade;CFP_tracoposicao1;CFP_tracoposicao2;CONT.FON.SEG;CFS_pontoc;CFS_sonor;TONICIDADE;POSICAO.S;CLASSE.MORFOLOGICA;CLASSE.MORFOLOGICA2;CLASSE.MORFOLOGICA3;MORFEMA.PLURAL;MORFEMA.PLURAL2;MUDANCA.SENTIDO;ESTILO;ARQUIVO;ANO.ENTREVISTA;LOCALIZACAO;PERFIL;ESTADO;PARTICIPANTE;SEXO;IDADE;FAIXA.ETARIA;ESCOLARIDADE;ESCOLARIDADE2;OCUPACAO;INDICE.SOCIO;CLASSE.SOCIAL;CLASSE.SOCIAL.BC;CLASSE.SOCIAL.BCC;IDADE.MIGRACAO;IDADE.MIGRACAO2;TEMPO.SP;TEMPO.SP2;PROP.VIDA.SP;PROP.VIDA.SP2;CID.ORIGEM;CID.RESIDENCIA;MOTIVO;AMIGOS;VIZINHOS;COLEGAS.ESTADO;COLEGAS.NE;COMIDA;MUSICA;CONVERSA;VOLTA;ONDE.MORARIA;ESTADUALIDADE;PAULISTIDADE;NORDESTINIDADE;DIF.SP;DIF.NE;DIF.FALAR;IMOVEL;PROPRIEDADE;NQUARTOS;NBANHEIROS;NPESSOAS;NRENDA;RENDA.IND;RENDA.FAM;ESCOLA.PAI;OCUPACAO.PAI;ESCOLA.MAE;OCUPACAO.MAE;QUALIDADE.GRAV;NATURALIDADE.GRAV;PONTUACAO;DOCUMENTADOR;DURACAO;INDICE.REDE.EST;INDICE.REDE.NE;INDICE.HABITOS
A;A;S;AP;AP;S;você querendo ou não você já;acostumou <A>;aqui | S aí você;acostumou;a-ko$-tu-'mow;o;meia.fechada;posterior;menos.anterior;mais.posterior;t;coronal;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;ALCP_2018MA-_FabianoJ;2018;00:23:46.797;MA-;AL;FabianoJ;masculino;22;1a;medio;medio.superior;manutenção de estufa;2;D;baixa;baixa;19;19-;2;9-;9;ate1quarto;Girau do Ponciano;Holambra;trabalho;maioria;alguns;alguns;nao;1xsemana;sempre;todo.dia;1xano;estado.origem;9;1;10;5;3;8;casa;alugado;3+;NC;4;3;1SM;2a4SM;NC;pedreiro;NC;donadecasa;2-ruidoalto;5;91;Andreza Parra;00h58min30seg;9;9;11
A;A;S;AP;AP;S;o costume <P> já | S;acostumou <A>;leva pra vida | D1;acostumou;a-ko$-tu-'mow;o;meia.fechada;posterior;menos.anterior;mais.posterior;t;coronal;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;ALCP_2018MA-_FabianoJ;2018;00:24:03.084;MA-;AL;FabianoJ;masculino;22;1a;medio;medio.superior;manutenção de estufa;2;D;baixa;baixa;19;19-;2;9-;9;ate1quarto;Girau do Ponciano;Holambra;trabalho;maioria;alguns;alguns;nao;1xsemana;sempre;todo.dia;1xano;estado.origem;9;1;10;5;3;8;casa;alugado;3+;NC;4;3;1SM;2a4SM;NC;pedreiro;NC;donadecasa;2-ruidoalto;5;91;Andreza Parra;00h58min30seg;9;9;11
P;P;S;AP;AP;S;uhum | S porque a gente;acostumou <P>;chamar | S senhor e;acostumou;a-ko$-tu-'mow;o;meia.fechada;posterior;menos.anterior;mais.posterior;t;coronal;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;PBCP_2018FB-_RosemaraA;2018;00:24:14.500;FB-;PB;RosemaraA;feminino;35;2a.3a;medio;medio.superior;Diarista;1,92;D;baixa;baixa;30;20+;5;9-;14;ate1quarto;Soledade;Paulinia;trabalho;poucos;nao;nao;alguns;tododia;as.vezes;todo.dia;1xano;estado.origem;10;7;10;5;0;10;casa;alugado;3+;1;2;2;1a2SM;2a4SM;fund1;Aposentado;analfabeto;Aposentada;4-ruidobaixo;5;97;Fernanda Guirelli;01h13min12seg;6;6;11
P;P;S;AP;AP;S;que domina assim | S que;administra <P>;a cidade | S (ou);administra;a-di-mi-'ni$-tRa;i;fechada;anterior;mais.anterior;menos.posterior;t;coronal;surda;tonica;medial;verbo;verbo;lexical;nao;nao;nao;conversa;ALCP_2018FB-_YasminS;2018;00:24:21.494;FB-;AL;YasminS;feminino;35;2a.3a;medio;medio.superior;faz bico de caixa de restaurante aos fins de semana;2,59;C1;media;media;33;20+;1;9-;3;ate1quarto;Arapiraca;Campinas;trabalho;poucos;nao;nao;alguns;tododia;as.vezes;1xmes;nunca;SP;8;6;10;7;6;5;casa;proprio;2;1;3;2;1a2SM;1a2SM;fund1;frentista;fund1;auxiliardecozinha;3-ruidomedio;5;93;Fernanda Guirelli;01h20min10seg;6;7;5
A;A;S;AP;AP;S;"| S ""uma faculdade de de";"administração"" <A>";"| S ""ou contabilidade alguma";administração;a-di-mi-ni$-tRa-'sAw;i;fechada;anterior;mais.anterior;menos.posterior;t;coronal;surda;atona;medial;substantivo;substantivo;lexical;nao;nao;nao;conversa;PBCP_2017FA+_GiovanaC;2017;00:24:33.451;FA+;PB;GiovanaC;feminino;43;2a.3a;fund2;fund;Diarista;2,17;C2;baixa;media;18;19-;22;10+;51;maismetade;Soledade;Paulinia;trabalho;maioria;alguns;nao;nao;nunca;nunca;todo.dia;menos1xano;outro;10;0;10;10;5;10;casa;proprio;3+;2;3;3;2a4SM;4a10SM;NC;Falecido;NC;Falecida;3-ruidomedio;5;96;Fernanda Guirelli;00h47min19seg;10;10;4
A;A;S;AP;AP;S;{A.} a caçula é formada em;administração <A>;| D1 uhum | S;administração;a-di-mi-ni$-tRa-'sAw;i;fechada;anterior;mais.anterior;menos.posterior;t;coronal;surda;atona;medial;substantivo;substantivo;lexical;nao;nao;nao;conversa;PBCP_2018FB-_RosemaraA;2018;00:24:46.702;FB-;PB;RosemaraA;feminino;35;2a.3a;medio;medio.superior;Diarista;1,92;D;baixa;baixa;30;20+;5;9-;14;ate1quarto;Soledade;Paulinia;trabalho;poucos;nao;nao;alguns;tododia;as.vezes;todo.dia;1xano;estado.origem;10;7;10;5;0;10;casa;alugado;3+;1;2;2;1a2SM;2a4SM;fund1;Aposentado;analfabeto;Aposentada;4-ruidobaixo;5;97;Fernanda Guirelli;01h13min12seg;6;6;11
P;P;S;AP;AP;S;afastado? | S é mais <A>;afastado <P>;| D1 quanto tempo demora;afastado;a-fa$-'ta-do;a;aberta;central;menos.anterior;menos.posterior;t;coronal;surda;atona;medial;adjetivo;adjetivo;lexical;nao;nao;nao;conversa;PBCP_2018FB-_MarianaS;2018;00:24:49.997;FB-;PB;MarianaS;feminino;20;1a;medio;medio.superior;dona de casa;1,5;E;baixa;baixa;20;20+;0;9-;0;ate1quarto;Nova Holinda;Holambra;familia;maioria;nao;nao;nao;nunca;nunca;todo.dia;nunca;estado.origem;10;0;10;10;0;10;casa;alugado;1;1;3;2;NC;1a2SM;NC;fazfretes;NC;donadecasa;3-ruidomedio;4;79;Andreza Parra;00h40min01seg;9;9;5
A;A;S;AP;AP;S;<A> né eles <A> que se;afastaram <A>;né | D1 ah sim;afastaram;a-fa$-'ta-RA;a;aberta;central;menos.anterior;menos.posterior;t;coronal;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;ALCP_2016MA+_JefersonL;2016;00:24:49.997;MA+;AL;JefersonL;masculino;32;1a;fund1;fund;Construtor-pedreiro;1,47;E;baixa;baixa;15;19-;17;10+;53;maismetade;Coité do Noia;Sumare;trabalho;nenhum;nao;nao;varios;1xsemana;sempre;1xsemana;nunca;outro;10;5;10;9;7;10;casa;alugado;2;1;4;2;1a2SM;1a2SM;analfabeto;Agricultor;fund1;Doméstica;NA;NA;NA;Livia Oushiro (2018)/Lucas Eberle (2016);00h31min46seg;2;2;6
A;A;S;AP;AP;S;D1 ah sim | S se;afastaram <A>;de mim | S que;afastaram;a-fa$-'ta-RA;a;aberta;central;menos.anterior;menos.posterior;t;coronal;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;ALCP_2016MA+_JefersonL;2016;00:24:54.235;MA+;AL;JefersonL;masculino;32;1a;fund1;fund;Construtor-pedreiro;1,47;E;baixa;baixa;15;19-;17;10+;53;maismetade;Coité do Noia;Sumare;trabalho;nenhum;nao;nao;varios;1xsemana;sempre;1xsemana;nunca;outro;10;5;10;9;7;10;casa;alugado;2;1;4;2;1a2SM;1a2SM;analfabeto;Agricultor;fund1;Doméstica;NA;NA;NA;Livia Oushiro (2018)/Lucas Eberle (2016);00h31min46seg;2;2;6
A;A;S;AP;AP;S;nem eu eles <A> que se;afastaram <A>;até minha própria família uma;afastaram;a-fa$-'ta-RA;a;aberta;central;menos.anterior;menos.posterior;t;coronal;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;ALCP_2016MA+_JefersonL;2016;00:25:08.906;MA+;AL;JefersonL;masculino;32;1a;fund1;fund;Construtor-pedreiro;1,47;E;baixa;baixa;15;19-;17;10+;53;maismetade;Coité do Noia;Sumare;trabalho;nenhum;nao;nao;varios;1xsemana;sempre;1xsemana;nunca;outro;10;5;10;9;7;10;casa;alugado;2;1;4;2;1a2SM;1a2SM;analfabeto;Agricultor;fund1;Doméstica;NA;NA;NA;Livia Oushiro (2018)/Lucas Eberle (2016);00h31min46seg;2;2;6
P;P;S;AP;AP;S;meus <A> amigo/ eles <A> se;afastaram <P>;de mim | D1 certo;afastaram;a-fa$-'ta-RA;a;aberta;central;menos.anterior;menos.posterior;t;coronal;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;ALCP_2018MB+_EraldoF;2018;00:25:21.256;MB+;AL;EraldoF;masculino;38;2a.3a;fund1;fund;Mecânico;1,54;E;baixa;baixa;21;20+;17;10+;45;de1a2quartos;Jaramataia;Campinas;trabalho;nenhum;nao;alguns;varios;tododia;sempre;1xsemana;menos1xano;SP;9;1;9;10;10;10;casa;proprio;2;NC;3;2;1a2SM;2a4SM;analfabeto;aposentado–trabalhadorrural;analfabeto;aposentada–NC;5-ruidopouco;5;96;Eneida Leal;00h45min26seg;3;7;8
A;A;S;AP;AP;S;não foi nem eu que me;afastei <A>;né eles <A> que se;afastei;a-fa$-'tej;a;aberta;central;menos.anterior;menos.posterior;t;coronal;surda;atona;medial;verbo;verbo;lexical;nao;nao;nao;conversa;ALCP_2016MA+_JefersonL;2016;00:25:36.123;MA+;AL;JefersonL;masculino;32;1a;fund1;fund;Construtor-pedreiro;1,47;E;baixa;baixa;15;19-;17;10+;53;maismetade;Coité do Noia;Sumare;trabalho;nenhum;nao;nao;varios;1xsemana;sempre;1xsemana;nunca;outro;10;5;10;9;7;10;casa;alugado;2;1;4;2;1a2SM;1a2SM;analfabeto;Agricultor;fund1;Doméstica;NA;NA;NA;Livia Oushiro (2018)/Lucas Eberle (2016);00h31min46seg;2;2;6
A;A;S;AP;AP;S;está <E> desempregado cuidar dos <A>;afazeres <A>;de casa | S eu;afazeres;a-fa-'ze-Re$;e;meia.fechada;anterior;mais.anterior;menos.posterior;d;coronal;sonora;atona;final;substantivo;substantivo;lexical;sim;sim;nao;conversa;PBCP_2017FA+_MilenaP;2017;00:25:36.123;FA+;PB;MilenaP;feminino;46;2a.3a;medio;medio.superior;Confeiteira;2,94;C1;media;media;17;19-;31;10+;67;maismetade;Campo Grande;Campinas;trabalho;metade;nao;nao;nao;nunca;nunca;1xsemana;menos1xano;outro;8;7;5;9;0;6;casa;alugado;3+;2;1;1;2a4SM;2a4SM;NC;funcionáriopublico,atualmenteaposentado;NC;costureira,atualmenteaposentado;5-ruidopouco;5;98;Fernanda Guirelli;00h53min19seg;4;4;3
A;A;S;AP;AP;S;ano dia vinte e cinco de;agosto <A>;| S vai fazer vinte;agosto;a-'go$-to;o;meia.fechada;posterior;menos.anterior;mais.posterior;t;coronal;surda;tonica;medial;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2018MA+_JoaquimS;2018;00:25:36.123;MA+;AL;JoaquimS;masculino;42;2a.3a;fund1;fund;Vendedor ambulante;1,29;E;baixa;baixa;16;19-;17;10+;40;de1a2quartos;NA;Indaiatuba;trabalho;nenhum;nao;nao;varios;nunca;nunca;nunca;nunca;estado.origem;10;5;10;0;0;8;casa;financiado;2;1;3;3;1a2SM;1a2SM;analfabeto;NC;analfabeto;Agricultora;2-ruidoalto;4;84;Marina Russo;01h27min21seg;2;4;2
P;P;S;AP;AP;S;aniversário? | S dia dezenove de;agosto <P>;| D1 dezenove de agosto?;agosto;a-'go$-to;o;meia.fechada;posterior;menos.anterior;mais.posterior;t;coronal;surda;tonica;medial;substantivo;substantivo;lexical;nao;nao;nao;conversa;PBCP_2018FB-_MarianaS;2018;00:25:41.206;FB-;PB;MarianaS;feminino;20;1a;medio;medio.superior;dona de casa;1,5;E;baixa;baixa;20;20+;0;9-;0;ate1quarto;Nova Holinda;Holambra;familia;maioria;nao;nao;nao;nunca;nunca;todo.dia;nunca;estado.origem;10;0;10;10;0;10;casa;alugado;1;1;3;2;NC;1a2SM;NC;fazfretes;NC;donadecasa;3-ruidomedio;4;79;Andreza Parra;00h40min01seg;9;9;5
A;A;S;AP;AP;S;alimentos também? | S é de;agroindústria <A>;| S tenho | S;agroindústria;a-gRo-I-'du$-tRia;u;fechada;posterior;menos.anterior;mais.posterior;t;coronal;surda;tonica;medial;substantivo;substantivo;lexical;nao;nao;nao;conversa;PBCP_2018FB-_LucianaB;2018;00:25:41.206;FB-;PB;LucianaB;feminino;27;1a;superior;medio.superior;Operadora de caixa;2,38;C2;baixa;media;22;20+;6;9-;22;ate1quarto;Sousa;Campinas;familia;maioria;nao;varios;nao;1xmes;sempre;todo.dia;nunca;outro;10;8;10;7;6;10;casa;proprio;1;1;3;2;1a2SM;1a2SM;analfabeto;Agricultor;analfabeto;Agricultora;5-ruidopouco;5;95;Marina Russo;01h00min39seg;11;11;6
A;A;S;AP;AP;S;os <A> baiano tem um jeito;alagoanos <A>;tem outros <A> | S;alagoanos;a-la-go-'a-no$;o;meia.fechada;posterior;menos.anterior;mais.posterior;t;coronal;surda;atona;final;adjetivo;adjetivo;lexical;sim;sim;nao;conversa;ALCP_2018MB-_ArthurG;2018;00:25:44.517;MB-;AL;ArthurG;masculino;36;2a.3a;medio;medio.superior;Serviços gerais em um restaurante;2,88;C1;media;media;36;20+;0;9-;0;ate1quarto;Arapiraca;Holambra;trabalho;maioria;alguns;nao;nao;nunca;sempre;nunca;nunca;estado.origem;10;1;10;2;5;7;casa;alugado;3+;3+;1;1;10a20SM;10a20SM;analfabeto;agricultor;analfabeto;agricultora;3-ruidomedio;3;81;Marina Russo;00h42min15seg;5;5;4
A;A;S;AP;AP;S;sei diferenciar | S os <A>;alagoanos <A>;| D1 (e va/) alguém;alagoanos;a-la-go-'a-no$;o;meia.fechada;posterior;menos.anterior;mais.posterior;#;#;#;atona;final;substantivo;substantivo;lexical;sim;sim;nao;conversa;ALCP_2018MB-_ArthurG;2018;00:25:49.312;MB-;AL;ArthurG;masculino;36;2a.3a;medio;medio.superior;Serviços gerais em um restaurante;2,88;C1;media;media;36;20+;0;9-;0;ate1quarto;Arapiraca;Holambra;trabalho;maioria;alguns;nao;nao;nunca;sempre;nunca;nunca;estado.origem;10;1;10;2;5;7;casa;alugado;3+;3+;1;1;10a20SM;10a20SM;analfabeto;agricultor;analfabeto;agricultora;3-ruidomedio;3;81;Marina Russo;00h42min15seg;5;5;4
A;A;S;AP;AP;S;S amigo é assim do de;Alagoas <A>;pra cá não | S;Alagoas;a-la-'go-a$;a;aberta;central;menos.anterior;menos.posterior;p;dorsal.labial;surda;atona;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2016MA+_JefersonL;2016;00:25:50.420;MA+;AL;JefersonL;masculino;32;1a;fund1;fund;Construtor-pedreiro;1,47;E;baixa;baixa;15;19-;17;10+;53;maismetade;Coité do Noia;Sumare;trabalho;nenhum;nao;nao;varios;1xsemana;sempre;1xsemana;nunca;outro;10;5;10;9;7;10;casa;alugado;2;1;4;2;1a2SM;1a2SM;analfabeto;Agricultor;fund1;Doméstica;NA;NA;NA;Livia Oushiro (2018)/Lucas Eberle (2016);00h31min46seg;2;2;6
A;A;S;AP;AP;S;se você for | S pra;Alagoas <A>;você você acaba aprendendo |;Alagoas;a-la-'go-a$;a;aberta;central;menos.anterior;menos.posterior;v;dorsal.labial;sonora;atona;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2016MA+_JefersonL;2016;00:25:50.420;MA+;AL;JefersonL;masculino;32;1a;fund1;fund;Construtor-pedreiro;1,47;E;baixa;baixa;15;19-;17;10+;53;maismetade;Coité do Noia;Sumare;trabalho;nenhum;nao;nao;varios;1xsemana;sempre;1xsemana;nunca;outro;10;5;10;9;7;10;casa;alugado;2;1;4;2;1a2SM;1a2SM;analfabeto;Agricultor;fund1;Doméstica;NA;NA;NA;Livia Oushiro (2018)/Lucas Eberle (2016);00h31min46seg;2;2;6
A;A;S;AP;AP;S;"S ""sou nordestino <A> sou de";"Alagoas"" <A>";| D1 eh mas |;Alagoas;a-la-'go-a$;a;aberta;central;menos.anterior;menos.posterior;#;#;#;atona;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2016MA+_JefersonL;2016;00:25:54.913;MA+;AL;JefersonL;masculino;32;1a;fund1;fund;Construtor-pedreiro;1,47;E;baixa;baixa;15;19-;17;10+;53;maismetade;Coité do Noia;Sumare;trabalho;nenhum;nao;nao;varios;1xsemana;sempre;1xsemana;nunca;outro;10;5;10;9;7;10;casa;alugado;2;1;4;2;1a2SM;1a2SM;analfabeto;Agricultor;fund1;Doméstica;NA;NA;NA;Livia Oushiro (2018)/Lucas Eberle (2016);00h31min46seg;2;2;6
A;A;S;AP;AP;S;| S {A.} é da de;Alagoas <A>;| S ela é lá;Alagoas;a-la-'go-a$;a;aberta;central;menos.anterior;menos.posterior;#;#;#;atona;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2016MA+_JefersonL;2018;00:26:02.614;MA+;AL;JefersonL;masculino;32;1a;fund1;fund;Construtor-pedreiro;1,47;E;baixa;baixa;15;19-;17;10+;53;maismetade;Coité do Noia;Sumare;trabalho;nenhum;nao;nao;varios;1xsemana;sempre;1xsemana;nunca;outro;10;5;10;9;7;10;casa;alugado;2;1;4;2;1a2SM;1a2SM;analfabeto;Agricultor;fund1;Doméstica;NA;NA;NA;Livia Oushiro (2018)/Lucas Eberle (2016);00h31min46seg;2;2;6
A;A;S;AP;AP;S;gente de Alagoas? | S de;Alagoas <A>;| S não | S;Alagoas;a-la-'go-a$;a;aberta;central;menos.anterior;menos.posterior;#;#;#;atona;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2016MA+_JefersonL;2018;00:26:02.614;MA+;AL;JefersonL;masculino;32;1a;fund1;fund;Construtor-pedreiro;1,47;E;baixa;baixa;15;19-;17;10+;53;maismetade;Coité do Noia;Sumare;trabalho;nenhum;nao;nao;varios;1xsemana;sempre;1xsemana;nunca;outro;10;5;10;9;7;10;casa;alugado;2;1;4;2;1a2SM;1a2SM;analfabeto;Agricultor;fund1;Doméstica;NA;NA;NA;Livia Oushiro (2018)/Lucas Eberle (2016);00h31min46seg;2;2;6
A;A;S;AP;AP;S;<E> passando no estado <A> de;Alagoas <A>;né que a gen/ eu;Alagoas;a-la-'go-a$;a;aberta;central;menos.anterior;menos.posterior;n;coronal;sonora;atona;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2016MA+_JefersonL;2018;00:26:06.368;MA+;AL;JefersonL;masculino;32;1a;fund1;fund;Construtor-pedreiro;1,47;E;baixa;baixa;15;19-;17;10+;53;maismetade;Coité do Noia;Sumare;trabalho;nenhum;nao;nao;varios;1xsemana;sempre;1xsemana;nunca;outro;10;5;10;9;7;10;casa;alugado;2;1;4;2;1a2SM;1a2SM;analfabeto;Agricultor;fund1;Doméstica;NA;NA;NA;Livia Oushiro (2018)/Lucas Eberle (2016);00h31min46seg;2;2;6
A;A;S;AP;AP;S;D1 União é aonde? | S;Alagoas <A>;| D1 em Alagoas mesmo;Alagoas;a-la-'go-a$;a;aberta;central;menos.anterior;menos.posterior;#;#;#;atona;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2017FA+_AdrieleS;2017;00:26:11.595;FA+;AL;AdrieleS;feminino;38;2a.3a;fund1;fund;desempregada;1,5;E;baixa;baixa;18;19-;21;10+;55;maismetade;São José da Lage;Campinas;familia;metade;nao;alguns;varios;1xmes;sempre;1xsemana;nunca;estado.origem;10;1;9;10;8;10;casa;proprio;3+;2;5;1;NC;NC;NC;comerciante;NC;comerciante;3-ruidomedio;5;88;Fernanda Guirelli;01h03min45seg;5;7;7
A;A;S;AP;AP;S;voltou lá? | S voltei pra;Alagoas <A>;| D1 você ficou quanto;Alagoas;a-la-'go-a$;a;aberta;central;menos.anterior;menos.posterior;#;#;#;atona;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2017FB-_JosileideS;2017;00:26:13.352;FB-;AL;JosileideS;feminino;33;1a;fund1;fund;auxiliar-cozinha;1,1;E;baixa;baixa;31;20+;1;9-;0;ate1quarto;Taquarana;Campinas;trabalho;maioria;nao;nao;alguns;tododia;as.vezes;1xmes;nunca;estado.origem;10;0;10;10;5;10;casa;alugado;2;1;4;2;1SM;1a2SM;analfabeto;agricultor;analfabeto;agricultora;2-ruidoalto;5;73;Fernanda Guirelli;01h24min24seg;5;7;7
0;NA;0;NA;0;S;| S é sempre tudo em;Alagoas <0>;| S2 é em Alagoas;Alagoas;a-la-'go-a$;a;aberta;central;menos.anterior;menos.posterior;#;#;#;atona;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2017FB-_JosileideS;2017;00:26:19.176;FB-;AL;JosileideS;feminino;33;1a;fund1;fund;auxiliar-cozinha;1,1;E;baixa;baixa;31;20+;1;9-;0;ate1quarto;Taquarana;Campinas;trabalho;maioria;nao;nao;alguns;tododia;as.vezes;1xmes;nunca;estado.origem;10;0;10;10;5;10;casa;alugado;2;1;4;2;1SM;1a2SM;analfabeto;agricultor;analfabeto;agricultora;2-ruidoalto;5;73;Fernanda Guirelli;01h24min24seg;5;7;7
A;A;S;AP;AP;S;lá de Alagoas? | S de;Alagoas <A>;| S é | D1;Alagoas;a-la-'go-a$;a;aberta;central;menos.anterior;menos.posterior;#;#;#;atona;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2017FB-_LucimaraF;2017;00:26:31.434;FB-;AL;LucimaraF;feminino;38;2a.3a;medio;medio.superior;Dona de casa;1,63;D;baixa;baixa;35;20+;3;9-;8;ate1quarto;Arapiraca;Campinas;familia;maioria;nao;nao;nao;tododia;as.vezes;1xmes;menos1xano;estado.origem;10;0;10;7;3;10;casa;proprio;2;2;4;2;NC;1a2SM;NC;Agricultor;NC;Agricultora;3-ruidomedio;5;93;Fernanda Guirelli;00h53min21seg;9;9;8
A;A;S;AP;AP;S;nós <0> voltou de novo pra;Alagoas <A>;| D1 mas você veio;Alagoas;a-la-'go-a$;a;aberta;central;menos.anterior;menos.posterior;#;#;#;atona;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2017FB-_LucimaraF;2017;00:26:38.207;FB-;AL;LucimaraF;feminino;38;2a.3a;medio;medio.superior;Dona de casa;1,63;D;baixa;baixa;35;20+;3;9-;8;ate1quarto;Arapiraca;Campinas;familia;maioria;nao;nao;nao;tododia;as.vezes;1xmes;menos1xano;estado.origem;10;0;10;7;3;10;casa;proprio;2;2;4;2;NC;1a2SM;NC;Agricultor;NC;Agricultora;3-ruidomedio;5;93;Fernanda Guirelli;00h53min21seg;9;9;8
A;A;S;AP;AP;S;fácil | S do que em;Alagoas <A>;| S bem mais <A>;Alagoas;a-la-'go-a$;a;aberta;central;menos.anterior;menos.posterior;#;#;#;atona;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2017FB-_LucimaraF;2017;00:26:45.743;FB-;AL;LucimaraF;feminino;38;2a.3a;medio;medio.superior;Dona de casa;1,63;D;baixa;baixa;35;20+;3;9-;8;ate1quarto;Arapiraca;Campinas;familia;maioria;nao;nao;nao;tododia;as.vezes;1xmes;menos1xano;estado.origem;10;0;10;7;3;10;casa;proprio;2;2;4;2;NC;1a2SM;NC;Agricultor;NC;Agricultora;3-ruidomedio;5;93;Fernanda Guirelli;00h53min21seg;9;9;8
A;A;S;AP;AP;S;da pessoa vê mais <A> em;Alagoas <A>;Maceió e Maceió que a;Alagoas;a-la-'go-a$;a;aberta;central;menos.anterior;menos.posterior;m;dorsal.labial;sonora;atona;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2017FB-_LucimaraF;2017;00:26:45.743;FB-;AL;LucimaraF;feminino;38;2a.3a;medio;medio.superior;Dona de casa;1,63;D;baixa;baixa;35;20+;3;9-;8;ate1quarto;Arapiraca;Campinas;familia;maioria;nao;nao;nao;tododia;as.vezes;1xmes;menos1xano;estado.origem;10;0;10;7;3;10;casa;proprio;2;2;4;2;NC;1a2SM;NC;Agricultor;NC;Agricultora;3-ruidomedio;5;93;Fernanda Guirelli;00h53min21seg;9;9;8
A;A;S;AP;AP;S;tanto canto | S vem de;Alagoas <A>;| D1 é? mas onde;Alagoas;a-la-'go-a$;a;aberta;central;menos.anterior;menos.posterior;#;#;#;atona;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2017FB-_LucimaraF;2017;00:26:50.750;FB-;AL;LucimaraF;feminino;38;2a.3a;medio;medio.superior;Dona de casa;1,63;D;baixa;baixa;35;20+;3;9-;8;ate1quarto;Arapiraca;Campinas;familia;maioria;nao;nao;nao;tododia;as.vezes;1xmes;menos1xano;estado.origem;10;0;10;7;3;10;casa;proprio;2;2;4;2;NC;1a2SM;NC;Agricultor;NC;Agricultora;3-ruidomedio;5;93;Fernanda Guirelli;00h53min21seg;9;9;8
A;A;S;AP;AP;S;você/ você mesmo <A> for pra;Alagoas <A>;todo mundo conhece você não;Alagoas;a-la-'go-a$;a;aberta;central;menos.anterior;menos.posterior;t;coronal;surda;atona;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2017MA-_DanielS;2017;00:26:53.236;MA-;AL;DanielS;masculino;19;1a;fund2;fund;Garçom;2,67;C1;media;media;18;19-;1;9-;5;ate1quarto;Girau do Ponciano;Campinas;trabalho;maioria;nao;varios;varios;tododia;sempre;todo.dia;1xano;estado.origem;10;2;10;9;0;10;casa;NC;NC;NC;6+;5;2a4SM;20+SM;NC;NC;NC;NC;3-ruidomedio;3;88;Fernanda Guirelli;00h32min32seg;13;13;12
A;A;S;AP;AP;S;aonde você mora? | S é;Alagoas <A>;| D1 e tem algum;Alagoas;a-la-'go-a$;a;aberta;central;menos.anterior;menos.posterior;#;#;#;atona;final;substantivo;substantivo;lexical;nao;nao;nao;conversa;ALCP_2017MA-_DanielS;2017;00:26:59.734;MA-;AL;DanielS;masculino;19;1a;fund2;fund;Garçom;2,67;C1;media;media;18;19-;1;9-;5;ate1quarto;Girau do Ponciano;Campinas;trabalho;maioria;nao;varios;varios;tododia;sempre;todo.dia;1xano;estado.origem;10;2;10;9;0;10;casa;NC;NC;NC;6+;5;2a4SM;20+SM;NC;NC;NC;NC;3-ruidomedio;3;88;Fernanda Guirelli;00h32min32seg;13;13;12
